,@type,@context,name,numberOfRooms,url,floorSize.@type,floorSize.@context,floorSize.value,address.@type,address.@context,address.streetAddress,address.addressLocality,address.addressRegion,address.postalCode,geo.@type,geo.@context,geo.latitude,geo.longitude,Type:,Year built:,Heating:,Cooling:,Parking:,HOA:,Price/sqft:,listing_desc,Lot:,Interior details,Bedrooms: ,Bathrooms: ,Full bathrooms: ,3/4 bathrooms: ,1/2 bathrooms: ,Utilities / Green Energy Details,Internet and tv: ,Sunscore: ,Sun Number™:,1/4 bathrooms: ,Construction details
502,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '679 Goose Neck Dr, Lititz, PA 17543'}",{0: 5},{0: '/homedetails/679-Goose-Neck-Dr-Lititz-PA-17543/54234200_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '5,104'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '679 Goose Neck Dr'},{0: 'Lititz'},{0: 'PA'},{0: '17543'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.123463},{0: -76.355621},,,,,,,,"{0: 'This 5104 square foot single family home has 5 bedrooms and 6.0 bathrooms. It is located at 679 Goose Neck Dr Lititz, Pennsylvania.'}",,,,,,,,,,,,,
503,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '1076 Constitution Dr, Lititz, PA 17543'}",{0: 2},{0: '/homedetails/1076-Constitution-Dr-Lititz-PA-17543/2084965999_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '2,149'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '1076 Constitution Dr'},{0: 'Lititz'},{0: 'PA'},{0: '17543'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.131201},{0: -76.317145},{0: 'Single Family'},{0: '2019'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},{0: '$225/month'},{0: '$174'},"{0: ""Live Better - Sooner - at Traditions of America at Lititz 55+ Resort Lifestyle community. This quick move-in Lincoln is the FINAL home in this award-winning community. Enjoy a premium location just steps from the National award-winning Clubhouse with sports bar, fitness, outdoor pool, tennis and more. A columned, wrap around porch creates a distinct first impression. This grand home impresses with soaring 10'+ and volume ceilings throughout. Natural light cascades into the Master Bedroom with spacious walk-in closet & en suite Master Bath. Second bedroom & full bath are tucked away from main living areas, creating a private guest retreat. You still have time to create your DreamHome and save $15,000 on your preferred Designer Finishes! Say goodbye to mowing & shoveling and hello to your new lifestyle.""}",{0: 'No Data'},,,,,,,,,,,,
504,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '369 W Woods Dr, Lititz, PA 17543'}",{0: 5},{0: '/homedetails/369-W-Woods-Dr-Lititz-PA-17543/246006065_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '3,040'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '369 W Woods Dr'},{0: 'Lititz'},{0: 'PA'},{0: '17543'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.139065},{0: -76.313523},{0: 'Single Family'},{0: '1890'},{0: 'Forced air'},{0: 'Central'},{0: '9 spaces'},,{0: '$493'},"{0: ""Prime location for Subdivision for SF/Towns/Apartments OR a perfect spot for your own private Gentlemen's Farm in the heart of Lititz. 25 Acres of peace and quiet that can be farmed or developed. Water/Sewer available. Farmhouse built in 1890, updated with over 3000 SF inside. Multiple outbuildings including Pole Barn built in 2011. Beautiful pond for idyllic picnics or fishing.Currently Clean and Green and not in Historic Preservation. This farm has been in the same family for generations and can now become your family's Homestead. Please do not drive on the property without prior approval.""}",{0: '25 acres'},,,,,,,,,,,,
505,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '58 S Heck Rd, Lititz, PA 17543'}",{0: 5},{0: '/homedetails/58-S-Heck-Rd-Lititz-PA-17543/54255875_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '1,328'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '58 S Heck Rd'},{0: 'Lititz'},{0: 'PA'},{0: '17543'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.145228},{0: -76.270836},,,,,,,,"{0: 'Covering over 4 acres, this beautiful wooded lot is the perfect location to build the home of your dreams. Located in Warwick Township, the property is only a short distance away from Lancaster Airport and the charming town of Lititz.'}",,,,,,,,{0: 'Utility'},,,,,
506,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '28 Pintail Turn, Lititz, PA 17543'}",{0: 5},{0: '/homedetails/28-Pintail-Turn-Lititz-PA-17543/9762388_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '5,153'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '28 Pintail Turn'},{0: 'Lititz'},{0: 'PA'},{0: '17543'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.119348},{0: -76.351332},{0: 'Single Family'},{0: '1993'},"{0: 'Baseboard, Forced air, Radiant'}",{0: 'Central'},{0: '3 spaces'},{0: '$151/month'},{0: '$155'},"{0: ""Located on a peaceful and picturesque cul-de-sac in Bent Creek stands this grand and classic 2-story Colonial featuring 5 bedrooms, 4.5 baths, over 5100 square feet, and has wonderful golf course views. The exterior boasts a deck overlooking the golf course with stairs that lead down to the yard and covered patio. The rear yard is surrounded by pristine landscaping that gives the feeling of privacy and seclusion. As you enter the front door you will see an open floor plan, hardwood flooring through the main level, columns, and crown molding. The gourmet kitchen features a center island, granite counter tops, brand name appliances, and a spacious light filled breakfast area. The sunken family room contains a brick gas fireplace and access to the deck. Also on the main floor is a living room, formal dining room, study, and sunroom. The upper level hosts 4 bedrooms and 3 full baths including the spacious owner's suite. It has hardwood floors, golf course views, and an oversized walk-in closet. The owner's private bath is outstanding with dual vanities, a soaking tub, and a walk-in stall shower. The next bedroom has a closet and its own private bath. The third bedroom is spacious while the 4th bedroom contains 3 skylights, a walk-in closet, and has its own private full bath. The finished walk-out lower level is an excellent space with wet bar, gas fireplace, bedroom with a full bath, bonus room, and access to the covered patio area. Plus the lower level contains lots of storage areas. Other great features and amenities include central vac, custom light fixtures throughout, and an attached 3-car garage.""}",{0: '0.35 acres'},,,,,,,,,,,,
507,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '688 Bent Creek Dr, Lititz, PA 17543'}",{0: 5},{0: '/homedetails/688-Bent-Creek-Dr-Lititz-PA-17543/87897060_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '4,986'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '688 Bent Creek Dr'},{0: 'Lititz'},{0: 'PA'},{0: '17543'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.121447},{0: -76.348939},{0: 'Single Family'},{0: '2008'},{0: 'Forced air'},{0: 'Central'},{0: '4 spaces'},{0: '$145/month'},{0: '$191'},"{0: ""Quality and elegance surround this exquisite custom designed home! And you couldn't ask for a better location on the 1st Fairway of Bent Creek Country Club and very close to the clubhouse as well. The home has two master suites making it perfect for extended family or even a nanny. There are five total bedrooms and four and a half baths. The finished lower level includes a family room with wet bar and a game area. You also will find tons of storage space in the unfinished part of the lower level. The yard is beautifully landscaped and manicured, and you'll enjoy a patio with a pergola overlooking the gorgeous golf course. Stately columns, coffered ceilings and hickory hardwood flooring add to an already stunning home. New roof with 40-year architectural shingles installed November 2018. This home offers everything you desire!""}",{0: '0.47 acres'},,,,,,,,,,,,
508,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '984 Hossler Rd, Manheim, PA 17545'}",{0: 3},{0: '/homedetails/984-Hossler-Rd-Manheim-PA-17545/54243177_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '2,180'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '984 Hossler Rd'},{0: 'Manheim'},{0: 'PA'},{0: '17545'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.163449},{0: -76.438791},{0: 'Single Family'},{0: '1989'},{0: 'Forced air'},{0: 'Central'},{0: '5 spaces'},{0: 'None'},{0: '$142'},"{0: 'Located on a 1-acre lot in Rapho Township 984 Hossler Rd is ready for a new owner. This traditional style 2 story features generously sized rooms, including a formal living room & dining room. The kitchen includes plenty of cabinets and counter space and is open to the 1st-floor family room that has a wood-burning fireplace. Upstairs there are 3 bedrooms, including the main bedroom with a private bathroom. The laundry room is also located on the 2nd level for convenience. The attached side load garage has plenty of room for vehicles and storage. The unfinished basement is also suitable for storage or could be finished for additional living space. Within easy access to the PA Turnpike(10 min.) as well as downtown Lancaster(20 min.).'}",{0: '1.1 acres'},,,,,,,,,,,,
509,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '524 Schoolway Dr, Manheim, PA 17545'}",{0: 4},{0: '/homedetails/524-Schoolway-Dr-Manheim-PA-17545/54239574_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '1,752'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '524 Schoolway Dr'},{0: 'Manheim'},{0: 'PA'},{0: '17545'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.147381},{0: -76.361317},{0: 'Single Family'},{0: '1975'},"{0: 'Radiant, Stove'}",{0: 'Central'},{0: '2 spaces'},{0: 'None'},{0: '$153'},"{0: ""Don't miss this 4 bedroom (good sizes) 2 complete baths, one on the first floor and one on the second floor. Lots of modern updates, granite, nice yard, and great location. Tons of activity. Don't miss the boat! Offers will be reviewed August 13, 2020. Seller is a licensed real estate agent.""}",{0: '0.42 acres'},,,,,,,,,,,,
510,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '750 Heather Rdg, Manheim, PA 17545'}",{0: 3},{0: '/homedetails/750-Heather-Rdg-Manheim-PA-17545/83187248_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '1,374'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '750 Heather Rdg'},{0: 'Manheim'},{0: 'PA'},{0: '17545'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.179472},{0: -76.374016},{0: 'Multi Family'},{0: '2008'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},{0: '$15/month'},{0: '$156'},{0: 'Lovely home in a beautiful community! Open floor plan with a first-floor master bedroom suite. Gas fireplace adds charm to the living room. Huge walk-out basement allows for potential additional living space.'},,,,,,,,,,,,,
511,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '4031 Cranberry St, Manheim, PA 17545'}",{0: 4},{0: '/homedetails/4031-Cranberry-St-Manheim-PA-17545/71987613_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '2,172'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '4031 Cranberry St'},{0: 'Manheim'},{0: 'PA'},{0: '17545'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.145355},{0: -76.375295},{0: 'Single Family'},{0: '2006'},{0: 'Forced air'},{0: 'Central'},{0: '4 spaces'},{0: 'None'},{0: '$145'},"{0: 'This Sweetbriar Creek home offers a peaceful, warm, spacious place for you and your family. Built in 2006 and neighbored by a baseball park and playground, it provides a safe, supportive, vibrant community paired with the calm of a countryside home. As you enter the front door, turn to the left and settle into the living room for a cuppa coffee with a friend or a movie night with the family. The large windows emit sweeping sunlight and ignite the beautiful hardwood flooring that carries on throughout the whole first floor. Move from the living room into the dining room and survey the back garden through the large windows. The lovely light fixture and fresh paint make this a perfect entertaining space for festive Christmas dinners where the whole family can come together. The kitchen, with its beautiful wood cabinetry and sprawling island, provides ample space for cooking and gathering and making memories. The kitchen is open to a large family room. Host a super bowl party (assuming COVID hasn\'t cancelled that this season) or have a game night filled with laughter and good food. This open layout is ideal for holding any type of social gatherings. Sliding doors open onto a back patio, where you can watch the kids play or pets run while grilling those angus burgers with your secret sauce. Just off of the kitchen is a laundry room- no more hauling laundry up and down from the basement! Around the corner is a powder room. Then, just down the hall, is another sun-filled room that would be perfect as a home office. Up the stairs you\'ll find 3 warm and spacious bedrooms and a full bathroom, where kids or guests will feel instantly at home. Plush new carpeting has been installed on the entire second floor. Back the hallway is the master suite. With two walk-in closets and a master bath, it\'s the oasis you\'ve been hoping for. Crack open the large windows, let a soft spring breeze waft through, and spend the day relaxing with a good book (or, if we\'re honest, Netflix). You\'ll never want to leave. In addition to all the space and amenities, there is an over-sized 2-car garage and a warm community feel. Situated in Manheim, this gem of a town was mentioned in an interview with native Matt Nagy, head coach of the Chicago Bears. He recalls, ""riding my bike on the streets of Manheim to the basketball courts and all the Friday night football games . . . . They\'ve always had my back; I\'ve always had their back. [Manheim] is just special."" Come see this beautiful home in Sweetbriar Creek and make Manheim your new home.'}","{0: '8,712 sqft'}",,,,,,,,,,,,
512,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '3264 Back Run Rd, Manheim, PA 17545'}",{0: 4},{0: '/homedetails/3264-Back-Run-Rd-Manheim-PA-17545/58758260_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '4,349'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '3264 Back Run Rd'},{0: 'Manheim'},{0: 'PA'},{0: '17545'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.143043},{0: -76.483822},{0: 'Single Family'},{0: '2002'},{0: 'Forced air'},{0: 'Central'},{0: '8 spaces'},{0: 'None'},{0: '$101'},"{0: 'One of a kind property! Heavily wooded lot surrounds a beautifully designed and appointed home on a 1.98 acre lot. As you walk in the front door the open floor plan greets you with soaring vaulted ceilings, wide plank wood floors, sun room, laundry and a beautiful kitchen. A private first floor wing houses the 1st floor owners suite, office with large windows and high ceilings, private deck off the bedroom, en-suite bathroom, large custom walk-in closet and a nursery/4th bedroom/craft room. The second floor has two additional bedrooms, full bathroom and a walk-in cedar closet. The balcony from the second floor has amazing views of the wooded lot...it is literally like living in the canopy of the trees. As you move to the walk-out lower level you will find a large family room with a stone fireplace, two sliding doors that open to a concrete patio, workout room and a full bathroom. The outdoor spaces are park like with the main deck runs across the entire front of the home and a lovely private deck off the owners suite is perfect for a little quiet time. Groomed paths to the rear of the property are perfect for a little roaming and fire pit gathering with friends. or stroll on down to Back Run for a cool dip in the creek or a little fishing. There are two sheds for plenty of storage. This property is serviced by a private road and bridge across Back Run. This is truly a special home!'}",{0: '1.97 acres'},,,,,,,,,,,,
513,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '519 Madison Way Lot 31, Manheim, PA 17545'}",{0: 4},{0: '/homedetails/519-Madison-Way-LOT-31-Manheim-PA-17545/2078334613_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '2,333'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '519 Madison Way LOT 31'},{0: 'Manheim'},{0: 'PA'},{0: '17545'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.1861},{0: -76.381112},{0: 'Single Family'},{0: 'No Data'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},{0: '$29/month'},{0: '$144'},"{0: 'New Home TO BE CONSTRUCTED- Cherry Blossom Model Offers Open Floor Plan, Convenient 1st Floor Laundry/Powder/Mud Room, Horizon Kitchen and Bathroom Vanities with Granite. 4 Bedrooms including Master Bedroom Suite w/Luxury Master Bath, Walk in Closet and added storage space. All Bedrooms w/recessed lights & wired for fans. Many Quality Materials including Anderson Windows at standard pricing-Challenges Comparison. There are several models available TO BE Built in this neighborhood, or bring your own plans.'}","{0: '6,534 sqft'}",,,,,,,,,,,,
514,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Benton Plan, Barons Ridge, Manheim, PA 17545'}",{0: 3},{0: '/community/barons-ridge/2081170286_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '1,612'}",{0: 'PostalAddress'},{0: 'http://schema.org'},"{0: 'Benton Plan, Barons Ridge'}",{0: 'Manheim'},{0: 'PA'},{0: '17545'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.177172},{0: -76.387013},{0: 'Single Family'},{0: '2020'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},{0: '$17/month'},{0: '$172'},"{0: ""With a large family room to the rear of the house and a front room that could be either a dining room or living room this plan's focus is on flexibility. Three bedrooms and two full baths complete the upstairs portion of this well balanced design.*Please note this listing represents a base level floorplan, not an existing home.*Prices subject to change without notice. All information, including square footage, is deemed accurate but not guaranteed. Current plan(s) subject to change or may be deleted without notice. (Including, but not limited to, specifications, design, layout, exterior elevation, etc.) Additional plans and styles of homes may be added or deleted without notice.""}",{0: 'No Data'},{0: 'Bedrooms and bathrooms'},{0: '3'},{0: '3'},{0: '2'},{0: '0'},,,,,,,
515,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Ardmore Plan, Barons Ridge, Manheim, PA 17545'}",{0: 4},{0: '/community/barons-ridge/2081170283_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '2,197'}",{0: 'PostalAddress'},{0: 'http://schema.org'},"{0: 'Ardmore Plan, Barons Ridge'}",{0: 'Manheim'},{0: 'PA'},{0: '17545'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.177172},{0: -76.387013},{0: 'Single Family'},{0: '2020'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},{0: '$17/month'},{0: '$141'},"{0: '*Please note price and listing reflect the base level floor plan, not an existing home. *Prices subject to change without notice. All information, including square footage, is deemed accurate but not guaranteed. Current plan(s) subject to change or may be deleted without notice. (Including, but not limited to, specifications, design, layout, exterior elevation, etc.) Additional plans and styles of homes may be added or deleted without notice.'}",{0: 'No Data'},{0: 'Bedrooms and bathrooms'},{0: '4'},{0: '3'},{0: '2'},{0: '0'},,,,,,,
516,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '12-1214 W Gramby St, Manheim, PA 17545'}",{0: 0},{0: '/homedetails/12-1214-W-Gramby-St-Manheim-PA-17545/2078382779_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '1,580'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '12-1214 W Gramby St'},{0: 'Manheim'},{0: 'PA'},{0: '17545'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.165058},{0: -76.398312},{0: 'Multi Family'},{0: '1930'},{0: 'Baseboard'},{0: 'Wall'},{0: '1 space'},,{0: '$116'},{0: 'Manheim 2-unit investment opportunity! Side by side apartments. Tenants pay their own heat/electric and reimburse the owner for water & sewer. 14 W. Gramby has 1 car garage. Monthly rent is $850+$30 pet fee for 12 W Gramby and $665+$30 pet fee for 14 W Gramby. Photos are from when rental units were vacant - they are now occupied.'},,,,,,,,,,,,,
517,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Archer Plan, Barons Ridge, Manheim, PA 17545'}",{0: 4},{0: '/community/barons-ridge/2081170282_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '2,273'}",{0: 'PostalAddress'},{0: 'http://schema.org'},"{0: 'Archer Plan, Barons Ridge'}",{0: 'Manheim'},{0: 'PA'},{0: '17545'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.177172},{0: -76.387013},{0: 'Single Family'},{0: '2020'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},{0: '$17/month'},{0: '$138'},"{0: ""The Archer has 4 beds, 2.5 baths, and 2,273 square feet of living space. The front flex room is a versatile space just off the entry of the home and allows the homeowner to turn this space into whatever their family needs. The kitchen is a spacious central place to entertain with the optional 5' island for informal seating and gathering. A carpeted family room allows for cozy family game nights. The optional gas fireplace completes the coziness. The owner's bedroom on the second floor has a large walk-in closet and a spacious ensuite bath with double vanity. Three additional bedrooms and a shared family bath with tub/shower combo make up the remainder of the second floor. *Please note price and listing reflect the base level floor plan, not an existing home. *Prices subject to change without notice. All information, including square footage, is deemed accurate but not guaranteed. Current plan(s) subject to change or may be deleted without notice. (Including, but not limited to, specifications, design, layout, exterior elevation, etc.) Additional plans and styles of homes may be added or deleted without notice.""}",{0: 'No Data'},{0: 'Bedrooms and bathrooms'},{0: '4'},{0: '3'},{0: '2'},{0: '0'},,,,,,,
518,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Clearwater Plan, Barons Ridge, Manheim, PA 17545'}",{0: 3},{0: '/community/barons-ridge/2081170280_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '1,675'}",{0: 'PostalAddress'},{0: 'http://schema.org'},"{0: 'Clearwater Plan, Barons Ridge'}",{0: 'Manheim'},{0: 'PA'},{0: '17545'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.177172},{0: -76.387013},{0: 'Single Family'},{0: '2020'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},{0: '$17/month'},{0: '$184'},"{0: 'Enjoy single-story living in the new Clearwater plan. Open concept living, dining, kitchen. 2 spare bedrooms each with walk-in closets! The owner\'s bedroom with en suite bath, double vanity, walk-in shower, and walk-in closet. Large kitchen island. Tons of windows! Well sized pantry with plenty of storage in the kitchen as well. Laundry room just off the garage entrance makes for a great ""drop zone""/mudroom. You\'ll love living in the Clearwater!'}",{0: 'No Data'},{0: 'Bedrooms and bathrooms'},{0: '3'},{0: '2'},{0: '2'},{0: '0'},,,,,,,
519,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Kimble Plan, Barons Ridge, Manheim, PA 17545'}",{0: 3},{0: '/community/barons-ridge/2081170290_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '1,675'}",{0: 'PostalAddress'},{0: 'http://schema.org'},"{0: 'Kimble Plan, Barons Ridge'}",{0: 'Manheim'},{0: 'PA'},{0: '17545'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.177172},{0: -76.387013},{0: 'Single Family'},{0: '2020'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},{0: '$17/month'},{0: '$174'},"{0: 'This four-bedroom design is for those looking for a bit more elbow room. With a first-floor flex dining or living room, roomy kitchen/breakfast area and family sized family room this home is ready to grow with you. Four bedrooms, two baths and a convenient laundry area upstairs make for sensible living.*Please note this listing represents a base level floorplan, not an existing home.*Prices subject to change without notice. All information, including square footage, is deemed accurate but not guaranteed. Current plan(s) subject to change or may be deleted without notice. (Including, but not limited to, specifications, design, layout, exterior elevation, etc.) Additional plans and styles of homes may be added or deleted without notice.'}",{0: 'No Data'},{0: 'Bedrooms and bathrooms'},{0: '3'},{0: '2'},{0: '1'},{0: '0'},,,,,,,
520,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '113 Fruitville Pike, Manheim, PA 17545'}",{0: 4},{0: '/homedetails/113-Fruitville-Pike-Manheim-PA-17545/54239400_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '1,776'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '113 Fruitville Pike'},{0: 'Manheim'},{0: 'PA'},{0: '17545'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.157935},{0: -76.386789},,,,,,,,"{0: ""Check out this beautifully REMODELED FARMHOUSE STYLE HOME with a touch of MODERN. Great attention to detail was used while restoring top to bottom! Spacious home with 4 nice sized bedrooms including the newly FINISHED ATTIC. Welcomed by an OPEN FLOOR PLAN with BUILT IN shelving and HARDWOODS throughout while easily transitioning from room to room. Don't miss the incredibly convenient 2ND FLOOR LAUNDRY area along with wood shelving to help fold shirts and pants. Enjoy the outdoors in the front, on your peaceful wraparound porch, or the back in the large private yard with deck to hosts guests. Don't miss this one!""}",,,,,,,,,,,,,
521,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: 'Dalton Plan, Barons Ridge, Manheim, PA 17545'}",{0: 4},{0: '/community/barons-ridge/2081170288_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '2,380'}",{0: 'PostalAddress'},{0: 'http://schema.org'},"{0: 'Dalton Plan, Barons Ridge'}",{0: 'Manheim'},{0: 'PA'},{0: '17545'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.177172},{0: -76.387013},{0: 'Single Family'},{0: '2020'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},{0: '$17/month'},{0: '$135'},"{0: ""This classic four bedroom design is a mainstay of the EGStoltzfus Design Collection. From the angled staircase to the spacious open family spaces, this home plan is all about stylish livability. The dedicated front dining room and a large kitchen leading to a bright casual breakfast area all make meals or entertaining a breeze. A large family room can handle a crowd if need be. Upstairs holds the owner's suite with two walk-in closets and a roomy bath, three more bedrooms, and a convenient second-floor laundry room. *Prices subject to change without notice. All information, including square footage, is deemed accurate but not guaranteed. Current plan(s) subject to change or may be deleted without notice. (Including, but not limited to, specifications, design, layout, exterior elevation, etc.) Additional plans and styles of homes may be added or deleted without notice.*Please note this listing represents a base level floorplan, not an existing home.""}",{0: 'No Data'},{0: 'Bedrooms and bathrooms'},{0: '4'},{0: '3'},{0: '2'},{0: '0'},,,,,,,
522,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '55 Maibach Ln, Manheim, PA 17545'}",{0: 4},{0: '/homedetails/55-Maibach-Ln-Manheim-PA-17545/246004996_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '1,982'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '55 Maibach Ln'},{0: 'Manheim'},{0: 'PA'},{0: '17545'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.109387},{0: -76.455274},{0: 'Single Family'},{0: '1850'},{0: 'Other'},{0: 'No Data'},{0: 'Attached Garage'},,,"{0: 'This 1982 square foot single family home has 4 bedrooms and 2.0 bathrooms. It is located at 55 Maibach Ln Manheim, Pennsylvania.'}",{0: '32.58 acres'},,,,,,,,,,,,
523,{0: 'SingleFamilyResidence'},{0: 'http://schema.org'},"{0: '0 N Pitt St Lot 4, Manheim, PA 17545'}",{0: 3},{0: '/homedetails/0-N-Pitt-St-LOT-4-Manheim-PA-17545/2078472925_zpid/'},{0: 'QuantitativeValue'},{0: 'http://schema.org'},"{0: '1,698'}",{0: 'PostalAddress'},{0: 'http://schema.org'},{0: '0 N Pitt St LOT 4'},{0: 'Manheim'},{0: 'PA'},{0: '17545'},{0: 'GeoCoordinates'},{0: 'http://schema.org'},{0: 40.162412},{0: -76.398},{0: 'Single Family'},{0: '2020'},{0: 'Forced air'},{0: 'Central'},{0: '2 spaces'},,{0: '$177'},"{0: 'Beautiful 2 story home to be built in Manheim. Situated on a .16 acre lot, this home has it all! This plan offers 3 bedrooms, 2.5 bathrooms, 1,698 square feet of living space, a vaulted ceiling in the foyer, a kitchen island, large master bedroom and huge walk in closet. Features include LVP flooring on the entire first floor, granite countertops, Upgraded kitchen cabinets, and much more!'}","{0: '8,712 sqft'}",,,,,,,,,,,,
